company,filename,page,period,Revenue,COGS,Gross Profit,Operating Expenses,Operating Income,Net Income,period_numeric
DIPD,670_1477905203603.pdf,3,FY2013,21931303.0,18452976.0,3478327.0,-2269748.0,5748075.0,433528.0,2013
DIPD,670_1477905203603.pdf,4,FY2012,1685401.0,1242316.0,443085.0,-429976.0,873061.0,138624.0,2012
DIPD,670_1477905203603.pdf,5,FY2016,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,433528.0,2016
DIPD,670_1477905203603.pdf,6,FY2007,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,138624.0,2007
DIPD,670_1477905203603.pdf,7,FY2022,6846945.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2022
DIPD,670_1477905203603.pdf,8,FY2016,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,154138.0,2016
DIPD,670_1485853545729.pdf,3,FY2022,21931303.0,18452976.0,3478327.0,-2269748.0,5748075.0,433528.0,2022
DIPD,670_1485853545729.pdf,4,FY2011,1685401.0,1242316.0,443085.0,-429976.0,873061.0,138624.0,2011
DIPD,670_1485853545729.pdf,5,FY2008,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,433528.0,2008
DIPD,670_1485853545729.pdf,6,FY2012,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,138624.0,2012
DIPD,670_1485853545729.pdf,7,FY2011,6846945.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2011
DIPD,670_1485853545729.pdf,8,FY2016,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,75268.0,2016
DIPD,670_1495013507284.pdf,3,FY2011,24334423.0,20345895.0,3988528.0,-2279432.0,6267960.0,6267960.0,2011
DIPD,670_1495013507284.pdf,4,FY2014,1792509.0,1381449.0,411060.0,-404625.0,815685.0,815685.0,2014
DIPD,670_1495013507284.pdf,7,FY2014,8.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2014
DIPD,670_1501578658549.pdf,4,FY2018,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,917734.0,2018
DIPD,670_1501578658549.pdf,5,FY2006,8044601.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2006
DIPD,670_1509618170616.pdf,3,FY2019,24334423.0,20345895.0,3988528.0,-2279432.0,6267960.0,917734.0,2019
DIPD,670_1509618170616.pdf,4,FY2023,1792509.0,1381449.0,411060.0,-404625.0,815685.0,356931.0,2023
DIPD,670_1509618170616.pdf,5,FY2011,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,917734.0,2011
DIPD,670_1509618170616.pdf,6,FY2014,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,356931.0,2014
DIPD,670_1509618170616.pdf,7,FY2021,8044601.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2021
DIPD,670_1509618170616.pdf,8,FY2017,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,-21493.0,2017
DIPD,670_1517303988584.pdf,3,FY2016,10852928.310344828,20345895.0,3988528.0,-2279432.0,6267960.0,917734.0,2016
DIPD,670_1517303988584.pdf,4,FY2006,10852928.310344828,1381449.0,411060.0,-404625.0,815685.0,356931.0,2006
DIPD,670_1517303988584.pdf,5,FY2022,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,917734.0,2022
DIPD,670_1517303988584.pdf,6,FY2007,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,356931.0,2007
DIPD,670_1517303988584.pdf,7,FY2016,8044601.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2016
DIPD,670_1517303988584.pdf,8,FY2017,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,85251.0,2017
DIPD,670_1526549280300.pdf,4,FY2014,2266036.0,1836512.0,429524.0,-452036.0,881560.0,163332.0,2014
DIPD,670_1526549280300.pdf,5,FY2009,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,800850.0,2009
DIPD,670_1526549280300.pdf,6,FY2018,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,163332.0,2018
DIPD,670_1526549280300.pdf,7,FY2008,8693473.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2008
DIPD,670_1533635380826.pdf,4,FY2007,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,800850.0,2007
DIPD,670_1533635380826.pdf,5,FY2013,8693473.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2013
DIPD,670_1533635380826.pdf,9,FY2018,15.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2018
DIPD,670_1542014090242.pdf,4,FY2016,2266036.0,1836512.0,429524.0,-452036.0,881560.0,163332.0,2016
DIPD,670_1542014090242.pdf,5,FY2021,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,800850.0,2021
DIPD,670_1542014090242.pdf,6,FY2010,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,163332.0,2010
DIPD,670_1542014090242.pdf,7,FY2021,8693473.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2021
DIPD,670_1542014090242.pdf,8,FY2018,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,1.0,2018
DIPD,670_1542014090242.pdf,11,FY2018,15.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2018
DIPD,670_1548840654892.pdf,4,FY2010,10852928.310344828,1836512.0,429524.0,-452036.0,881560.0,163332.0,2010
DIPD,670_1548840654892.pdf,5,FY2017,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,800850.0,2017
DIPD,670_1548840654892.pdf,6,FY2008,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,163332.0,2008
DIPD,670_1548840654892.pdf,7,FY2008,8693473.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2008
DIPD,670_1548840654892.pdf,8,FY2018,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,2.0,2018
DIPD,670_1548840654892.pdf,11,FY2018,15.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2018
DIPD,670_1557999652763.pdf,3,FY2005,10852928.310344828,25143301.0,4946017.0,-2805922.0,7751939.0,1223826.0,2005
DIPD,670_1557999652763.pdf,4,FY2022,10852928.310344828,3025141.0,873224.0,-621200.0,1494424.0,327767.0,2022
DIPD,670_1557999652763.pdf,5,FY2019,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,1223826.0,2019
DIPD,670_1557999652763.pdf,6,FY2018,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,327767.0,2018
DIPD,670_1557999652763.pdf,7,FY2009,9249276.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2009
DIPD,670_1564736854575.pdf,4,FY2022,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,1223826.0,2022
DIPD,670_1564736854575.pdf,5,FY2020,9249276.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2020
DIPD,670_1572858262573.pdf,3,FY2017,10852928.310344828,25143301.0,4946017.0,-2805922.0,7751939.0,1223826.0,2017
DIPD,670_1572858262573.pdf,4,FY2014,10852928.310344828,3025141.0,873224.0,-621200.0,1494424.0,327767.0,2014
DIPD,670_1572858262573.pdf,5,FY2009,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,1223826.0,2009
DIPD,670_1572858262573.pdf,6,FY2008,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,327767.0,2008
DIPD,670_1572858262573.pdf,7,FY2010,9249276.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2010
DIPD,670_1572858262573.pdf,8,FY2019,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3.0,2019
DIPD,670_1581501936280.pdf,3,FY2008,10852928.310344828,25143301.0,4946017.0,-2805922.0,7751939.0,1223826.0,2008
DIPD,670_1581501936280.pdf,4,FY2017,10852928.310344828,3025141.0,873224.0,-621200.0,1494424.0,327767.0,2017
DIPD,670_1581501936280.pdf,5,FY2009,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,1223826.0,2009
DIPD,670_1581501936280.pdf,6,FY2020,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,327767.0,2020
DIPD,670_1581501936280.pdf,7,FY2011,9249276.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2011
DIPD,670_1581501936280.pdf,8,FY2019,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,7.0,2019
DIPD,670_1591958655296.pdf,3,FY2007,10852928.310344828,25858623.0,4704359.0,-2839359.0,7543718.0,850293.0,2007
DIPD,670_1591958655296.pdf,4,FY2018,10852928.310344828,3054301.0,1003141.0,-562342.0,1565483.0,559224.0,2018
DIPD,670_1591958655296.pdf,5,FY2018,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,850293.0,2018
DIPD,670_1591958655296.pdf,6,FY2005,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,559224.0,2005
DIPD,670_1591958655296.pdf,7,FY2011,9953105.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2011
DIPD,670_1597224164231.pdf,3,FY2019,10852928.310344828,25858623.0,4704359.0,-2839358.0,7543717.0,850293.0,2019
DIPD,670_1597224164231.pdf,4,FY2016,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,850293.0,2016
DIPD,670_1597224164231.pdf,5,FY2017,9953105.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2017
DIPD,670_1604482484847.pdf,3,FY2012,10852928.310344828,25858623.0,4704359.0,-2839358.0,7543717.0,850293.0,2012
DIPD,670_1604482484847.pdf,4,FY2009,10852928.310344828,3054301.0,1003141.0,-562342.0,1565483.0,559224.0,2009
DIPD,670_1604482484847.pdf,5,FY2016,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,850293.0,2016
DIPD,670_1604482484847.pdf,6,FY2008,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,559224.0,2008
DIPD,670_1604482484847.pdf,7,FY2021,9953105.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2021
DIPD,670_1613038103370.pdf,3,FY2017,10852928.310344828,25858623.0,4704359.0,-2839358.0,7543717.0,850293.0,2017
DIPD,670_1613038103370.pdf,4,FY2022,10852928.310344828,3054301.0,1003141.0,-562342.0,1565483.0,559224.0,2022
DIPD,670_1613038103370.pdf,5,FY2010,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,850293.0,2010
DIPD,670_1613038103370.pdf,6,FY2016,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,5.0,2016
DIPD,670_1613038103370.pdf,7,FY2010,9953105.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2010
DIPD,670_1621330561020.pdf,4,FY2019,10852928.310344828,4045930.0,1771216.0,-834264.0,2605480.0,1862902.0,2019
DIPD,670_1621330561020.pdf,5,FY2017,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,5833327.0,2017
DIPD,670_1621330561020.pdf,6,FY2010,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,1.0,2010
DIPD,670_1621330561020.pdf,7,FY2007,14462463.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2007
DIPD,670_1628759370661.pdf,4,FY2019,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,5.0,2019
DIPD,670_1628759370661.pdf,5,FY2011,14462463.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2011
DIPD,670_1636454636565.pdf,4,FY2005,10852928.310344828,4045930.0,1771216.0,-834264.0,2605480.0,1862902.0,2005
DIPD,670_1636454636565.pdf,5,FY2019,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,5833327.0,2019
DIPD,670_1636454636565.pdf,6,FY2008,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,1862902.0,2008
DIPD,670_1636454636565.pdf,7,FY2019,14462463.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2019
DIPD,670_1644491716959.pdf,4,FY2021,10852928.310344828,4045930.0,1771216.0,-834264.0,2605480.0,1862902.0,2021
DIPD,670_1644491716959.pdf,5,FY2010,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,5833327.0,2010
DIPD,670_1644491716959.pdf,6,FY2016,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,1862902.0,2016
DIPD,670_1644491716959.pdf,7,FY2016,14462463.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2016
DIPD,670_1652953354945.pdf,4,FY2018,10852928.310344828,5289337.0,1320940.0,-1028196.0,2349136.0,2800420.0,2018
DIPD,670_1652953354945.pdf,5,FY2014,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,6410800.0,2014
DIPD,670_1652953354945.pdf,6,FY2017,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,2.0,2017
DIPD,670_1652953354945.pdf,7,FY2010,2.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2010
DIPD,670_1660039239762.pdf,4,FY2010,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,6.0,2010
DIPD,670_1660039239762.pdf,5,FY2012,20370254.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2012
DIPD,670_1668050502417.pdf,4,FY2013,10852928.310344828,5289337.0,1320940.0,-1028196.0,2349136.0,2800420.0,2013
DIPD,670_1668050502417.pdf,5,FY2005,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,6410800.0,2005
DIPD,670_1668050502417.pdf,6,FY2016,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,2800420.0,2016
DIPD,670_1668050502417.pdf,7,FY2005,20662636.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2005
DIPD,670_1676281778649.pdf,4,FY2022,10852928.310344828,5289337.0,1320940.0,-1028196.0,2349136.0,2800420.0,2022
DIPD,670_1676281778649.pdf,5,FY2008,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,6410800.0,2008
DIPD,670_1676281778649.pdf,6,FY2006,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,2800420.0,2006
DIPD,670_1676281778649.pdf,7,FY2009,2.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2009
DIPD,670_1684465615363.pdf,4,FY2008,10852928.310344828,6982555.0,3607306.0,-1384231.0,4991537.0,5302419.0,2008
DIPD,670_1684465615363.pdf,6,FY2013,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,5302419.0,2013
DIPD,670_1684465615363.pdf,7,FY2020,2.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2020
DIPD,670_1691572631009.pdf,5,FY2016,25696991.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2016
DIPD,670_1699524291151.pdf,4,FY2019,10852928.310344828,6982555.0,3607306.0,-1384231.0,4991537.0,4991537.0,2019
DIPD,670_1699524291151.pdf,7,FY2012,25696991.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2012
DIPD,670_1707731795368.pdf,4,FY2017,10852928.310344828,6982555.0,3607306.0,-1384231.0,4991537.0,4991537.0,2017
DIPD,670_1707731795368.pdf,7,FY2007,25696991.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055,2007
DIPD,670_1715853221401.03.2024.pdf,4,FY2014,10852928.310344828,6086685.0,2916520.0,-1459515.0,4376035.0,4376035.0,2014
DIPD,670_1731321532619.pdf,4,FY2022,10852928.310344828,6086685.0,2916520.0,-1459515.0,4376035.0,4376035.0,2022
DIPD,670_1739179170721.12.2024.pdf,4,FY2021,10852928.310344828,6086685.0,2916520.0,-1459515.0,4376035.0,4376035.0,2021
DIPD,670_1747215476596.03.2025.pdf,4,FY2019,10852928.310344828,6689449.0,2695818.0,-1612977.0,4308795.0,4308795.0,2019
